client_id,nom_client,adresse_client,facture_id,date_facture,produit_id,nom_produit,quantité,prix_unitaire
4637,Vickie Bartlett,"73129 Taylor Field Apt. 858, Grayside, PW 59288",69507,2023-12-04,77235,low nor,5,31.54
4637,Vickie Bartlett,"73129 Taylor Field Apt. 858, Grayside, PW 59288",69507,2023-12-04,7628,call thought,1,671.06
4637,Vickie Bartlett,"73129 Taylor Field Apt. 858, Grayside, PW 59288",13851,2024-08-15,85138,same impact,4,638.88
4637,Vickie Bartlett,"73129 Taylor Field Apt. 858, Grayside, PW 59288",13851,2024-08-15,67406,threat mission,5,181.57
4637,Vickie Bartlett,"73129 Taylor Field Apt. 858, Grayside, PW 59288",13851,2024-08-15,24491,friend senior,4,785.53
16852,Tammy Hughes,"402 Ashley Tunnel Apt. 885, Petersonland, OH 43306",80581,2024-09-25,35740,fly catch,1,408.16
16852,Tammy Hughes,"402 Ashley Tunnel Apt. 885, Petersonland, OH 43306",49528,2024-10-18,66829,indicate glass,2,655.22
16852,Tammy Hughes,"402 Ashley Tunnel Apt. 885, Petersonland, OH 43306",49528,2024-10-18,29940,cause here,2,967.4
16852,Tammy Hughes,"402 Ashley Tunnel Apt. 885, Petersonland, OH 43306",49528,2024-10-18,25025,mouth key,2,575.89
16852,Tammy Hughes,"402 Ashley Tunnel Apt. 885, Petersonland, OH 43306",29982,2024-09-14,84855,fund account,2,216.8
16852,Tammy Hughes,"402 Ashley Tunnel Apt. 885, Petersonland, OH 43306",61355,2024-05-16,89010,state since,2,773.88
16852,Tammy Hughes,"402 Ashley Tunnel Apt. 885, Petersonland, OH 43306",61355,2024-05-16,29397,level visit,5,346.42
16852,Tammy Hughes,"402 Ashley Tunnel Apt. 885, Petersonland, OH 43306",81758,2024-07-31,41078,break of,2,395.12
16852,Tammy Hughes,"402 Ashley Tunnel Apt. 885, Petersonland, OH 43306",81758,2024-07-31,1025,against return,3,307.44
16852,Tammy Hughes,"402 Ashley Tunnel Apt. 885, Petersonland, OH 43306",81758,2024-07-31,30480,area world,5,919.25
88859,Lance Jones,"USNS Marshall, FPO AP 43292",50556,2024-05-28,84855,fund account,5,216.8
57151,Matthew Jones,"05926 Michael Isle Apt. 410, Kathrynfort, AL 13423",25654,2024-04-01,68778,rule deal,1,111.08
57151,Matthew Jones,"05926 Michael Isle Apt. 410, Kathrynfort, AL 13423",25654,2024-04-01,65859,however group,5,565.77
57151,Matthew Jones,"05926 Michael Isle Apt. 410, Kathrynfort, AL 13423",94516,2024-09-29,13073,table after,4,92.97
57151,Matthew Jones,"05926 Michael Isle Apt. 410, Kathrynfort, AL 13423",94516,2024-09-29,39680,wait phone,4,390.08
57151,Matthew Jones,"05926 Michael Isle Apt. 410, Kathrynfort, AL 13423",90286,2024-04-16,65859,however group,3,565.77
57151,Matthew Jones,"05926 Michael Isle Apt. 410, Kathrynfort, AL 13423",90286,2024-04-16,99677,game test,5,780.7
57151,Matthew Jones,"05926 Michael Isle Apt. 410, Kathrynfort, AL 13423",90286,2024-04-16,98054,if top,2,973.01
57151,Matthew Jones,"05926 Michael Isle Apt. 410, Kathrynfort, AL 13423",87302,2023-11-05,24491,friend senior,1,785.53
57151,Matthew Jones,"05926 Michael Isle Apt. 410, Kathrynfort, AL 13423",22704,2024-04-25,285,provide friend,2,162.6
57151,Matthew Jones,"05926 Michael Isle Apt. 410, Kathrynfort, AL 13423",22704,2024-04-25,1025,against return,3,307.44
40181,Misty Stevenson,"049 Wise Underpass, Carlsonshire, NM 72150",11688,2023-12-11,30630,share particularly,2,646.96
40181,Misty Stevenson,"049 Wise Underpass, Carlsonshire, NM 72150",11688,2023-12-11,48648,some onto,4,35.31
40181,Misty Stevenson,"049 Wise Underpass, Carlsonshire, NM 72150",71612,2023-11-01,12041,most easy,1,550.4
40181,Misty Stevenson,"049 Wise Underpass, Carlsonshire, NM 72150",71612,2023-11-01,48648,some onto,4,35.31
40181,Misty Stevenson,"049 Wise Underpass, Carlsonshire, NM 72150",71612,2023-11-01,91362,training force,1,640.29
58359,Kyle Reeves,"90549 Michelle Orchard Apt. 797, Colehaven, FL 75797",6148,2024-10-18,20230,maintain finish,1,37.39
58359,Kyle Reeves,"90549 Michelle Orchard Apt. 797, Colehaven, FL 75797",6148,2024-10-18,64717,together system,1,136.24
58359,Kyle Reeves,"90549 Michelle Orchard Apt. 797, Colehaven, FL 75797",6148,2024-10-18,68778,rule deal,4,111.08
12181,Scott White,"067 Edwin Streets, West Rebekah, OH 65633",50788,2024-02-28,30480,area world,1,919.25
12181,Scott White,"067 Edwin Streets, West Rebekah, OH 65633",50788,2024-02-28,79139,administration success,2,378.98
12181,Scott White,"067 Edwin Streets, West Rebekah, OH 65633",50788,2024-02-28,99467,entire clear,3,168.62
12181,Scott White,"067 Edwin Streets, West Rebekah, OH 65633",10589,2024-05-20,66984,car data,4,115.17
12181,Scott White,"067 Edwin Streets, West Rebekah, OH 65633",10589,2024-05-20,85138,same impact,1,638.88
12181,Scott White,"067 Edwin Streets, West Rebekah, OH 65633",25952,2024-06-02,39707,record give,1,271.2
12181,Scott White,"067 Edwin Streets, West Rebekah, OH 65633",25952,2024-06-02,34209,new family,4,339.87
36229,Phyllis Curry,"3931 Caldwell Estates Suite 393, North Rebecca, NV 63065",78346,2024-07-12,84927,team allow,2,332.14
36229,Phyllis Curry,"3931 Caldwell Estates Suite 393, North Rebecca, NV 63065",78346,2024-07-12,79139,administration success,5,378.98
36229,Phyllis Curry,"3931 Caldwell Estates Suite 393, North Rebecca, NV 63065",78346,2024-07-12,31737,pull idea,3,700.12
36229,Phyllis Curry,"3931 Caldwell Estates Suite 393, North Rebecca, NV 63065",28602,2023-10-26,65859,however group,4,565.77
36229,Phyllis Curry,"3931 Caldwell Estates Suite 393, North Rebecca, NV 63065",28602,2023-10-26,49358,west build,4,812.37
36229,Phyllis Curry,"3931 Caldwell Estates Suite 393, North Rebecca, NV 63065",28602,2023-10-26,66986,stay away,3,171.66
36229,Phyllis Curry,"3931 Caldwell Estates Suite 393, North Rebecca, NV 63065",77973,2024-09-12,38980,light together,5,757.42
36229,Phyllis Curry,"3931 Caldwell Estates Suite 393, North Rebecca, NV 63065",77973,2024-09-12,39680,wait phone,2,390.08
36229,Phyllis Curry,"3931 Caldwell Estates Suite 393, North Rebecca, NV 63065",3882,2023-11-12,66223,specific serious,5,763.48
36229,Phyllis Curry,"3931 Caldwell Estates Suite 393, North Rebecca, NV 63065",85578,2024-05-02,53539,radio develop,1,458.26
36229,Phyllis Curry,"3931 Caldwell Estates Suite 393, North Rebecca, NV 63065",85578,2024-05-02,29940,cause here,1,967.4
36229,Phyllis Curry,"3931 Caldwell Estates Suite 393, North Rebecca, NV 63065",85578,2024-05-02,89010,state since,4,773.88
66802,Megan Green,"0828 Chandler Unions, New Warrenland, WV 24636",85965,2024-04-05,64717,together system,5,136.24
66802,Megan Green,"0828 Chandler Unions, New Warrenland, WV 24636",85965,2024-04-05,31737,pull idea,5,700.12
66802,Megan Green,"0828 Chandler Unions, New Warrenland, WV 24636",99240,2024-03-06,20230,maintain finish,1,37.39
66802,Megan Green,"0828 Chandler Unions, New Warrenland, WV 24636",99240,2024-03-06,99677,game test,2,780.7
66802,Megan Green,"0828 Chandler Unions, New Warrenland, WV 24636",50945,2024-04-07,99677,game test,4,780.7
66802,Megan Green,"0828 Chandler Unions, New Warrenland, WV 24636",50945,2024-04-07,88584,law within,1,851.28
66802,Megan Green,"0828 Chandler Unions, New Warrenland, WV 24636",50945,2024-04-07,23419,represent which,2,615.92
66802,Megan Green,"0828 Chandler Unions, New Warrenland, WV 24636",32732,2024-04-30,66986,stay away,5,171.66
66802,Megan Green,"0828 Chandler Unions, New Warrenland, WV 24636",32732,2024-04-30,29940,cause here,2,967.4
66802,Megan Green,"0828 Chandler Unions, New Warrenland, WV 24636",16400,2024-01-08,2649,themselves person,1,382.08
31407,Haley James,"591 Rachael Union Apt. 907, Randallport, PR 68033",56200,2024-09-23,53539,radio develop,5,458.26
31407,Haley James,"591 Rachael Union Apt. 907, Randallport, PR 68033",56200,2024-09-23,97994,remain discussion,2,534.48
31407,Haley James,"591 Rachael Union Apt. 907, Randallport, PR 68033",45472,2024-06-17,27975,make site,1,254.19
31407,Haley James,"591 Rachael Union Apt. 907, Randallport, PR 68033",45472,2024-06-17,91241,Republican police,4,442.29
31407,Haley James,"591 Rachael Union Apt. 907, Randallport, PR 68033",3069,2023-10-27,91472,different state,5,513.47
31407,Haley James,"591 Rachael Union Apt. 907, Randallport, PR 68033",3069,2023-10-27,70552,blood sister,2,901.46
31407,Haley James,"591 Rachael Union Apt. 907, Randallport, PR 68033",3069,2023-10-27,7628,call thought,1,671.06
3745,Justin Moore,"PSC 1284, Box 2588, APO AA 97338",30501,2024-10-10,2235,senior work,2,871.17
41712,Jillian Murphy,"4011 Gates Turnpike, Lake Antonioview, OH 12830",31346,2024-03-15,83028,impact reach,3,880.32
11506,Scott Rogers,"57792 Pierce Expressway Apt. 481, Lake Jameston, WV 93911",31930,2024-09-23,10729,hotel degree,4,800.46
11506,Scott Rogers,"57792 Pierce Expressway Apt. 481, Lake Jameston, WV 93911",81705,2024-06-20,99467,entire clear,4,168.62
11506,Scott Rogers,"57792 Pierce Expressway Apt. 481, Lake Jameston, WV 93911",31839,2024-04-17,92810,citizen dream,1,876.79
11506,Scott Rogers,"57792 Pierce Expressway Apt. 481, Lake Jameston, WV 93911",31839,2024-04-17,97994,remain discussion,5,534.48
11506,Scott Rogers,"57792 Pierce Expressway Apt. 481, Lake Jameston, WV 93911",31839,2024-04-17,13892,son how,1,889.57
11506,Scott Rogers,"57792 Pierce Expressway Apt. 481, Lake Jameston, WV 93911",88709,2024-07-15,77235,low nor,3,31.54
11506,Scott Rogers,"57792 Pierce Expressway Apt. 481, Lake Jameston, WV 93911",88709,2024-07-15,39707,record give,1,271.2
11506,Scott Rogers,"57792 Pierce Expressway Apt. 481, Lake Jameston, WV 93911",88709,2024-07-15,70166,let candidate,3,337.72
11506,Scott Rogers,"57792 Pierce Expressway Apt. 481, Lake Jameston, WV 93911",22989,2024-01-10,46813,avoid loss,1,58.75
11506,Scott Rogers,"57792 Pierce Expressway Apt. 481, Lake Jameston, WV 93911",22989,2024-01-10,88584,law within,2,851.28
11506,Scott Rogers,"57792 Pierce Expressway Apt. 481, Lake Jameston, WV 93911",22989,2024-01-10,30630,share particularly,4,646.96
34733,William Schaefer,"958 Davidson Pines Apt. 433, Terriville, VT 12315",4738,2024-06-21,22733,seat your,2,790.71
34733,William Schaefer,"958 Davidson Pines Apt. 433, Terriville, VT 12315",4738,2024-06-21,24491,friend senior,5,785.53
34733,William Schaefer,"958 Davidson Pines Apt. 433, Terriville, VT 12315",55841,2024-06-18,37534,dark few,1,290.77
34733,William Schaefer,"958 Davidson Pines Apt. 433, Terriville, VT 12315",55841,2024-06-18,38257,few trade,1,712.15
34733,William Schaefer,"958 Davidson Pines Apt. 433, Terriville, VT 12315",40415,2023-11-20,87329,worker organization,2,990.26
34733,William Schaefer,"958 Davidson Pines Apt. 433, Terriville, VT 12315",76335,2024-03-22,62335,man series,2,619.45
34733,William Schaefer,"958 Davidson Pines Apt. 433, Terriville, VT 12315",76335,2024-03-22,58821,yard identify,3,399.75
34733,William Schaefer,"958 Davidson Pines Apt. 433, Terriville, VT 12315",76335,2024-03-22,3436,he pattern,3,504.18
34733,William Schaefer,"958 Davidson Pines Apt. 433, Terriville, VT 12315",78060,2024-10-19,23419,represent which,1,615.92
34733,William Schaefer,"958 Davidson Pines Apt. 433, Terriville, VT 12315",78060,2024-10-19,4080,reach physical,5,879.22
34733,William Schaefer,"958 Davidson Pines Apt. 433, Terriville, VT 12315",78060,2024-10-19,41230,church always,4,428.98
50670,Stephanie Rogers,"Unit 6153 Box 0978, DPO AP 93218",44645,2024-01-31,12041,most easy,3,550.4
50670,Stephanie Rogers,"Unit 6153 Box 0978, DPO AP 93218",44645,2024-01-31,20230,maintain finish,4,37.39
50670,Stephanie Rogers,"Unit 6153 Box 0978, DPO AP 93218",35045,2024-08-29,3588,collection child,1,52.62
50670,Stephanie Rogers,"Unit 6153 Box 0978, DPO AP 93218",81311,2023-12-07,92810,citizen dream,3,876.79
50670,Stephanie Rogers,"Unit 6153 Box 0978, DPO AP 93218",10949,2024-06-28,31737,pull idea,3,700.12
50670,Stephanie Rogers,"Unit 6153 Box 0978, DPO AP 93218",10949,2024-06-28,58821,yard identify,5,399.75
6236,Mark Chavez,"6628 Melvin Extension, South Phillip, TX 60652",92739,2024-05-25,49358,west build,3,812.37
6236,Mark Chavez,"6628 Melvin Extension, South Phillip, TX 60652",49046,2024-02-05,3588,collection child,5,52.62
6236,Mark Chavez,"6628 Melvin Extension, South Phillip, TX 60652",49046,2024-02-05,13433,positive after,2,154.64
6236,Mark Chavez,"6628 Melvin Extension, South Phillip, TX 60652",49046,2024-02-05,91362,training force,2,640.29
6236,Mark Chavez,"6628 Melvin Extension, South Phillip, TX 60652",89902,2023-11-06,84855,fund account,2,216.8
6236,Mark Chavez,"6628 Melvin Extension, South Phillip, TX 60652",89902,2023-11-06,65859,however group,1,565.77
6236,Mark Chavez,"6628 Melvin Extension, South Phillip, TX 60652",89902,2023-11-06,1025,against return,5,307.44
87674,Willie Thompson,"6493 Jennifer Terrace Apt. 303, Annport, AZ 17816",79949,2024-09-07,44214,himself world,4,597.5
87674,Willie Thompson,"6493 Jennifer Terrace Apt. 303, Annport, AZ 17816",79949,2024-09-07,48648,some onto,5,35.31
87674,Willie Thompson,"6493 Jennifer Terrace Apt. 303, Annport, AZ 17816",79949,2024-09-07,2649,themselves person,4,382.08
87674,Willie Thompson,"6493 Jennifer Terrace Apt. 303, Annport, AZ 17816",84143,2023-12-31,91472,different state,3,513.47
87674,Willie Thompson,"6493 Jennifer Terrace Apt. 303, Annport, AZ 17816",84143,2023-12-31,77235,low nor,4,31.54
87674,Willie Thompson,"6493 Jennifer Terrace Apt. 303, Annport, AZ 17816",84143,2023-12-31,31737,pull idea,4,700.12
87674,Willie Thompson,"6493 Jennifer Terrace Apt. 303, Annport, AZ 17816",70429,2024-03-21,3588,collection child,3,52.62
87674,Willie Thompson,"6493 Jennifer Terrace Apt. 303, Annport, AZ 17816",70429,2024-03-21,57048,central finish,2,349.0
79332,Jeremiah Brown,"84761 Jones Trace Suite 152, Matthewhaven, MT 58276",17698,2024-04-15,38257,few trade,2,712.15
79332,Jeremiah Brown,"84761 Jones Trace Suite 152, Matthewhaven, MT 58276",17698,2024-04-15,68778,rule deal,3,111.08
79332,Jeremiah Brown,"84761 Jones Trace Suite 152, Matthewhaven, MT 58276",12898,2024-06-08,73670,government leg,3,838.01
12255,Stacy Franklin,"2798 Sarah Camp Suite 661, North Leonardfort, HI 71464",84134,2024-01-29,62170,choice compare,3,506.51
83749,Alexander Stevens,"755 Justin Freeway Apt. 008, Meganside, MS 44353",31290,2023-12-14,62335,man series,2,619.45
83749,Alexander Stevens,"755 Justin Freeway Apt. 008, Meganside, MS 44353",31290,2023-12-14,25025,mouth key,2,575.89
39294,Timothy Rhodes,"8364 Kristen Forks, East Matthew, SD 14280",87117,2024-07-30,98176,single similar,3,698.81
39294,Timothy Rhodes,"8364 Kristen Forks, East Matthew, SD 14280",87117,2024-07-30,62762,amount seat,4,379.34
39294,Timothy Rhodes,"8364 Kristen Forks, East Matthew, SD 14280",87117,2024-07-30,37001,draw beyond,1,478.75
39294,Timothy Rhodes,"8364 Kristen Forks, East Matthew, SD 14280",12793,2024-10-06,85138,same impact,3,638.88
39294,Timothy Rhodes,"8364 Kristen Forks, East Matthew, SD 14280",12793,2024-10-06,39707,record give,1,271.2
39294,Timothy Rhodes,"8364 Kristen Forks, East Matthew, SD 14280",2394,2023-11-10,13892,son how,3,889.57
20088,Joseph Thomas,"7230 Glenda Spring, Jasmineshire, WA 44616",57182,2024-10-12,23504,may somebody,2,223.91
20088,Joseph Thomas,"7230 Glenda Spring, Jasmineshire, WA 44616",93257,2024-01-15,7628,call thought,3,671.06
20088,Joseph Thomas,"7230 Glenda Spring, Jasmineshire, WA 44616",93257,2024-01-15,4361,follow it,2,328.54
3796,Carol Ortiz,"50685 Thomas Rapid, Huntertown, AL 26207",11891,2024-07-29,9868,reduce first,1,882.4
3796,Carol Ortiz,"50685 Thomas Rapid, Huntertown, AL 26207",30043,2024-07-05,83277,west western,4,882.67
3796,Carol Ortiz,"50685 Thomas Rapid, Huntertown, AL 26207",58174,2024-02-13,23419,represent which,4,615.92
3796,Carol Ortiz,"50685 Thomas Rapid, Huntertown, AL 26207",58174,2024-02-13,31737,pull idea,3,700.12
76313,Steven Walker,"020 Webb Parks Apt. 594, Conradbury, KS 09052",27607,2024-03-22,78574,pretty little,4,275.46
76313,Steven Walker,"020 Webb Parks Apt. 594, Conradbury, KS 09052",27607,2024-03-22,66984,car data,5,115.17
75320,Emily Hall,"7643 Melissa Mission Suite 555, Lake Michelletown, WI 66258",41589,2023-12-09,31737,pull idea,2,700.12
75320,Emily Hall,"7643 Melissa Mission Suite 555, Lake Michelletown, WI 66258",41589,2023-12-09,14861,social ahead,4,118.94
75320,Emily Hall,"7643 Melissa Mission Suite 555, Lake Michelletown, WI 66258",41589,2023-12-09,13433,positive after,2,154.64
75320,Emily Hall,"7643 Melissa Mission Suite 555, Lake Michelletown, WI 66258",13367,2024-03-06,66223,specific serious,3,763.48
75320,Emily Hall,"7643 Melissa Mission Suite 555, Lake Michelletown, WI 66258",13367,2024-03-06,66829,indicate glass,5,655.22
75320,Emily Hall,"7643 Melissa Mission Suite 555, Lake Michelletown, WI 66258",76592,2023-12-18,35740,fly catch,1,408.16
75320,Emily Hall,"7643 Melissa Mission Suite 555, Lake Michelletown, WI 66258",76592,2023-12-18,66223,specific serious,4,763.48
75320,Emily Hall,"7643 Melissa Mission Suite 555, Lake Michelletown, WI 66258",46860,2024-01-08,13433,positive after,3,154.64
75320,Emily Hall,"7643 Melissa Mission Suite 555, Lake Michelletown, WI 66258",97733,2024-05-07,27041,popular figure,4,483.9
75320,Emily Hall,"7643 Melissa Mission Suite 555, Lake Michelletown, WI 66258",97733,2024-05-07,68778,rule deal,1,111.08
76510,David Hendricks,"51727 Chandler Fort, New Tiffany, IL 95688",46020,2023-11-12,91362,training force,2,640.29
76510,David Hendricks,"51727 Chandler Fort, New Tiffany, IL 95688",27711,2024-04-25,91362,training force,4,640.29
76510,David Hendricks,"51727 Chandler Fort, New Tiffany, IL 95688",27711,2024-04-25,52265,international watch,3,110.68
76510,David Hendricks,"51727 Chandler Fort, New Tiffany, IL 95688",27711,2024-04-25,27041,popular figure,5,483.9
76510,David Hendricks,"51727 Chandler Fort, New Tiffany, IL 95688",21359,2024-04-27,29397,level visit,5,346.42
76510,David Hendricks,"51727 Chandler Fort, New Tiffany, IL 95688",21359,2024-04-27,62170,choice compare,1,506.51
76510,David Hendricks,"51727 Chandler Fort, New Tiffany, IL 95688",21359,2024-04-27,87329,worker organization,1,990.26
76510,David Hendricks,"51727 Chandler Fort, New Tiffany, IL 95688",91519,2024-05-15,35618,now suddenly,1,725.87
5361,Vincent Wolf,"1355 Jennifer Spurs Apt. 072, West Jonathan, DE 75290",71272,2024-01-22,62170,choice compare,3,506.51
5361,Vincent Wolf,"1355 Jennifer Spurs Apt. 072, West Jonathan, DE 75290",71272,2024-01-22,7628,call thought,3,671.06
5361,Vincent Wolf,"1355 Jennifer Spurs Apt. 072, West Jonathan, DE 75290",71272,2024-01-22,38980,light together,1,757.42
5361,Vincent Wolf,"1355 Jennifer Spurs Apt. 072, West Jonathan, DE 75290",5271,2024-06-03,59794,economic power,1,146.78
5361,Vincent Wolf,"1355 Jennifer Spurs Apt. 072, West Jonathan, DE 75290",7942,2023-12-31,46813,avoid loss,3,58.75
5361,Vincent Wolf,"1355 Jennifer Spurs Apt. 072, West Jonathan, DE 75290",7942,2023-12-31,57048,central finish,2,349.0
5361,Vincent Wolf,"1355 Jennifer Spurs Apt. 072, West Jonathan, DE 75290",70460,2024-03-27,41230,church always,1,428.98
54752,Christine Rice,"9700 Swanson Cliffs Apt. 589, West Christopher, MO 87031",77679,2024-07-23,24491,friend senior,3,785.53
54752,Christine Rice,"9700 Swanson Cliffs Apt. 589, West Christopher, MO 87031",55599,2024-01-17,10729,hotel degree,1,800.46
54752,Christine Rice,"9700 Swanson Cliffs Apt. 589, West Christopher, MO 87031",27337,2024-09-13,27975,make site,3,254.19
73966,Miss Linda Rodriguez MD,"75905 James Pike Suite 080, East Amyhaven, HI 97358",41457,2023-12-02,38257,few trade,4,712.15
73966,Miss Linda Rodriguez MD,"75905 James Pike Suite 080, East Amyhaven, HI 97358",41457,2023-12-02,92810,citizen dream,5,876.79
73966,Miss Linda Rodriguez MD,"75905 James Pike Suite 080, East Amyhaven, HI 97358",41457,2023-12-02,70166,let candidate,2,337.72
8864,Christine Lee,"2419 Gates Mills, Maryfort, AS 55957",14843,2024-09-22,53539,radio develop,1,458.26
8864,Christine Lee,"2419 Gates Mills, Maryfort, AS 55957",14843,2024-09-22,35740,fly catch,4,408.16
8864,Christine Lee,"2419 Gates Mills, Maryfort, AS 55957",12662,2024-08-24,99677,game test,5,780.7
8864,Christine Lee,"2419 Gates Mills, Maryfort, AS 55957",12662,2024-08-24,13189,store daughter,5,150.25
8864,Christine Lee,"2419 Gates Mills, Maryfort, AS 55957",91960,2024-09-20,78574,pretty little,2,275.46
8864,Christine Lee,"2419 Gates Mills, Maryfort, AS 55957",91960,2024-09-20,13073,table after,4,92.97
8864,Christine Lee,"2419 Gates Mills, Maryfort, AS 55957",19255,2024-01-15,60947,front letter,3,793.46
53240,Lauren Lozano,"USNS Sanchez, FPO AA 41168",80842,2024-04-18,20230,maintain finish,1,37.39
53240,Lauren Lozano,"USNS Sanchez, FPO AA 41168",80842,2024-04-18,12041,most easy,1,550.4
53240,Lauren Lozano,"USNS Sanchez, FPO AA 41168",80842,2024-04-18,68778,rule deal,3,111.08
53240,Lauren Lozano,"USNS Sanchez, FPO AA 41168",84132,2024-02-06,38257,few trade,5,712.15
53240,Lauren Lozano,"USNS Sanchez, FPO AA 41168",84132,2024-02-06,3436,he pattern,1,504.18
53240,Lauren Lozano,"USNS Sanchez, FPO AA 41168",84132,2024-02-06,89010,state since,4,773.88
53240,Lauren Lozano,"USNS Sanchez, FPO AA 41168",22729,2024-01-01,70552,blood sister,4,901.46
53240,Lauren Lozano,"USNS Sanchez, FPO AA 41168",22729,2024-01-01,35618,now suddenly,2,725.87
53240,Lauren Lozano,"USNS Sanchez, FPO AA 41168",22729,2024-01-01,46813,avoid loss,3,58.75
53240,Lauren Lozano,"USNS Sanchez, FPO AA 41168",6383,2024-01-10,39680,wait phone,3,390.08
53240,Lauren Lozano,"USNS Sanchez, FPO AA 41168",6383,2024-01-10,66986,stay away,3,171.66
94292,Crystal Ramirez,"632 Phillip Lodge, Heatherbury, FM 74272",40419,2024-03-12,83028,impact reach,5,880.32
94292,Crystal Ramirez,"632 Phillip Lodge, Heatherbury, FM 74272",40419,2024-03-12,37001,draw beyond,1,478.75
94292,Crystal Ramirez,"632 Phillip Lodge, Heatherbury, FM 74272",40419,2024-03-12,29397,level visit,4,346.42
94292,Crystal Ramirez,"632 Phillip Lodge, Heatherbury, FM 74272",36531,2023-11-16,84855,fund account,3,216.8
94292,Crystal Ramirez,"632 Phillip Lodge, Heatherbury, FM 74272",49774,2024-03-19,44214,himself world,3,597.5
94292,Crystal Ramirez,"632 Phillip Lodge, Heatherbury, FM 74272",49364,2023-11-22,58821,yard identify,5,399.75
94292,Crystal Ramirez,"632 Phillip Lodge, Heatherbury, FM 74272",49364,2023-11-22,34209,new family,2,339.87
94292,Crystal Ramirez,"632 Phillip Lodge, Heatherbury, FM 74272",49364,2023-11-22,66986,stay away,5,171.66
96117,Samantha Bennett,"758 Shaw Circles Suite 994, West Justin, IA 32868",79870,2024-08-15,27975,make site,2,254.19
96117,Samantha Bennett,"758 Shaw Circles Suite 994, West Justin, IA 32868",97739,2024-07-28,31238,church interest,3,54.88
96117,Samantha Bennett,"758 Shaw Circles Suite 994, West Justin, IA 32868",97739,2024-07-28,95733,south interview,2,259.25
96117,Samantha Bennett,"758 Shaw Circles Suite 994, West Justin, IA 32868",57870,2024-01-23,62170,choice compare,4,506.51
96117,Samantha Bennett,"758 Shaw Circles Suite 994, West Justin, IA 32868",57870,2024-01-23,4080,reach physical,1,879.22
96117,Samantha Bennett,"758 Shaw Circles Suite 994, West Justin, IA 32868",57870,2024-01-23,34209,new family,3,339.87
96117,Samantha Bennett,"758 Shaw Circles Suite 994, West Justin, IA 32868",48831,2024-02-14,35740,fly catch,4,408.16
96117,Samantha Bennett,"758 Shaw Circles Suite 994, West Justin, IA 32868",48831,2024-02-14,68778,rule deal,4,111.08
96117,Samantha Bennett,"758 Shaw Circles Suite 994, West Justin, IA 32868",48831,2024-02-14,41230,church always,4,428.98
96117,Samantha Bennett,"758 Shaw Circles Suite 994, West Justin, IA 32868",70645,2024-05-04,49358,west build,2,812.37
96117,Samantha Bennett,"758 Shaw Circles Suite 994, West Justin, IA 32868",70645,2024-05-04,58821,yard identify,5,399.75
96117,Samantha Bennett,"758 Shaw Circles Suite 994, West Justin, IA 32868",70645,2024-05-04,5537,why day,5,432.56
30446,Michael Franklin,"04482 Kelsey Manors Apt. 327, Dennishaven, IA 63182",73251,2024-07-30,60205,probably character,1,828.78
30446,Michael Franklin,"04482 Kelsey Manors Apt. 327, Dennishaven, IA 63182",73251,2024-07-30,84855,fund account,5,216.8
47479,Nicole Adams,"002 Rebecca Motorway Suite 783, Donnachester, OH 05793",98757,2024-06-23,46813,avoid loss,4,58.75
47479,Nicole Adams,"002 Rebecca Motorway Suite 783, Donnachester, OH 05793",98757,2024-06-23,99677,game test,1,780.7
47479,Nicole Adams,"002 Rebecca Motorway Suite 783, Donnachester, OH 05793",93785,2024-09-17,70166,let candidate,1,337.72
47479,Nicole Adams,"002 Rebecca Motorway Suite 783, Donnachester, OH 05793",93785,2024-09-17,99467,entire clear,4,168.62
47479,Nicole Adams,"002 Rebecca Motorway Suite 783, Donnachester, OH 05793",93785,2024-09-17,93476,subject court,5,378.85
8607,Veronica Sims,"55341 Yates Via Suite 789, Jodyfurt, SD 84498",9187,2024-08-07,2649,themselves person,5,382.08
8607,Veronica Sims,"55341 Yates Via Suite 789, Jodyfurt, SD 84498",52784,2024-05-18,68778,rule deal,2,111.08
8607,Veronica Sims,"55341 Yates Via Suite 789, Jodyfurt, SD 84498",52784,2024-05-18,70166,let candidate,2,337.72
8607,Veronica Sims,"55341 Yates Via Suite 789, Jodyfurt, SD 84498",73454,2024-09-20,70166,let candidate,4,337.72
8607,Veronica Sims,"55341 Yates Via Suite 789, Jodyfurt, SD 84498",73454,2024-09-20,70552,blood sister,3,901.46
8607,Veronica Sims,"55341 Yates Via Suite 789, Jodyfurt, SD 84498",36803,2024-01-16,31238,church interest,4,54.88
8607,Veronica Sims,"55341 Yates Via Suite 789, Jodyfurt, SD 84498",36803,2024-01-16,89010,state since,1,773.88
8607,Veronica Sims,"55341 Yates Via Suite 789, Jodyfurt, SD 84498",36803,2024-01-16,37001,draw beyond,4,478.75
41609,Nicole Frazier,"147 Joshua Rue, South Natalieville, ME 80580",2074,2024-08-29,35577,tough no,1,41.98
1134,Lindsey Campbell,"3442 Robert Courts Apt. 464, North Walter, NY 43074",92470,2024-03-22,285,provide friend,5,162.6
1134,Lindsey Campbell,"3442 Robert Courts Apt. 464, North Walter, NY 43074",92470,2024-03-22,99677,game test,1,780.7
1134,Lindsey Campbell,"3442 Robert Courts Apt. 464, North Walter, NY 43074",12453,2024-01-01,79139,administration success,2,378.98
