client_id,nom_client,adresse_client,devis_id,date_devis,produit_id,nom_produit,quantité,prix_unitaire
50710,Mercedes Walker,"717 Jessica Cliff, Tammyside, NJ 96969",88474,2024-07-06,53539,radio develop,2,458.26
50710,Mercedes Walker,"717 Jessica Cliff, Tammyside, NJ 96969",15251,2024-08-22,83028,impact reach,4,880.32
59217,Mary Landry,"39246 Justin Fields, New Rachel, SC 58646",65067,2024-07-25,35740,fly catch,3,408.16
59217,Mary Landry,"39246 Justin Fields, New Rachel, SC 58646",65067,2024-07-25,93476,subject court,3,378.85
59217,Mary Landry,"39246 Justin Fields, New Rachel, SC 58646",4987,2024-03-16,35740,fly catch,3,408.16
27083,Debra Jennings,"7403 Zachary Manor, Haleyfurt, AL 40005",24479,2024-02-18,92810,citizen dream,2,876.79
27083,Debra Jennings,"7403 Zachary Manor, Haleyfurt, AL 40005",24479,2024-02-18,77235,low nor,4,31.54
97009,Julie Guzman,"82389 Julie Plains, Ramosland, GU 80656",32481,2024-08-01,44518,build society,3,303.04
97009,Julie Guzman,"82389 Julie Plains, Ramosland, GU 80656",32481,2024-08-01,35740,fly catch,3,408.16
97009,Julie Guzman,"82389 Julie Plains, Ramosland, GU 80656",32481,2024-08-01,3588,collection child,4,52.62
15728,Brianna Robinson,"450 Reyes Mountains, South Jennifer, AL 85222",64077,2024-04-04,62170,choice compare,5,506.51
15728,Brianna Robinson,"450 Reyes Mountains, South Jennifer, AL 85222",64077,2024-04-04,23504,may somebody,4,223.91
15728,Brianna Robinson,"450 Reyes Mountains, South Jennifer, AL 85222",64077,2024-04-04,10729,hotel degree,2,800.46
80537,Christopher Dunn,"7621 Berry Circle Suite 773, Markstad, AZ 92454",4650,2024-09-03,66223,specific serious,4,763.48
80537,Christopher Dunn,"7621 Berry Circle Suite 773, Markstad, AZ 92454",4650,2024-09-03,9991,each edge,2,185.47
80537,Christopher Dunn,"7621 Berry Circle Suite 773, Markstad, AZ 92454",4650,2024-09-03,79139,administration success,3,378.98
80537,Christopher Dunn,"7621 Berry Circle Suite 773, Markstad, AZ 92454",28757,2024-10-03,70552,blood sister,5,901.46
5212,Curtis Herrera,"596 Washington Point Apt. 050, East Lisa, CA 49708",43618,2024-06-21,66223,specific serious,3,763.48
5212,Curtis Herrera,"596 Washington Point Apt. 050, East Lisa, CA 49708",43618,2024-06-21,83277,west western,2,882.67
5212,Curtis Herrera,"596 Washington Point Apt. 050, East Lisa, CA 49708",29408,2024-07-15,70166,let candidate,1,337.72
5212,Curtis Herrera,"596 Washington Point Apt. 050, East Lisa, CA 49708",29408,2024-07-15,7458,could tell,4,311.26
5212,Curtis Herrera,"596 Washington Point Apt. 050, East Lisa, CA 49708",29408,2024-07-15,5537,why day,4,432.56
5212,Curtis Herrera,"596 Washington Point Apt. 050, East Lisa, CA 49708",51042,2023-11-23,23504,may somebody,4,223.91
22124,Cynthia Stein,"401 Charles Square Apt. 257, Bryantfurt, NE 69497",7786,2023-11-21,20230,maintain finish,2,37.39
22124,Cynthia Stein,"401 Charles Square Apt. 257, Bryantfurt, NE 69497",7786,2023-11-21,70918,team clear,5,59.7
22124,Cynthia Stein,"401 Charles Square Apt. 257, Bryantfurt, NE 69497",7786,2023-11-21,74698,activity both,4,912.19
22124,Cynthia Stein,"401 Charles Square Apt. 257, Bryantfurt, NE 69497",57527,2023-12-10,62335,man series,5,619.45
22124,Cynthia Stein,"401 Charles Square Apt. 257, Bryantfurt, NE 69497",28092,2024-04-25,66984,car data,4,115.17
22124,Cynthia Stein,"401 Charles Square Apt. 257, Bryantfurt, NE 69497",28092,2024-04-25,84855,fund account,5,216.8
47030,Martin Becker,"75489 Johnson Mount Apt. 623, Sylviaberg, AS 28475",45914,2024-10-08,44214,himself world,5,597.5
47030,Martin Becker,"75489 Johnson Mount Apt. 623, Sylviaberg, AS 28475",45914,2024-10-08,23504,may somebody,2,223.91
47030,Martin Becker,"75489 Johnson Mount Apt. 623, Sylviaberg, AS 28475",3761,2024-08-14,27041,popular figure,4,483.9
47030,Martin Becker,"75489 Johnson Mount Apt. 623, Sylviaberg, AS 28475",3761,2024-08-14,68778,rule deal,2,111.08
28806,Chad Welch,"104 Gordon Mall, West Alex, MH 27382",49398,2024-09-05,41078,break of,3,395.12
28806,Chad Welch,"104 Gordon Mall, West Alex, MH 27382",61782,2023-12-01,75590,fill condition,2,803.04
49976,Amy Smith,"280 Henson Ridges Apt. 714, New Jeffreyhaven, SD 02305",76701,2024-09-21,24491,friend senior,4,785.53
60937,Laura Ortiz,"31834 Brian Centers, Courtneyfurt, AL 27826",87500,2023-10-27,31737,pull idea,1,700.12
60937,Laura Ortiz,"31834 Brian Centers, Courtneyfurt, AL 27826",87500,2023-10-27,79139,administration success,4,378.98
60937,Laura Ortiz,"31834 Brian Centers, Courtneyfurt, AL 27826",31377,2023-12-04,48648,some onto,1,35.31
60937,Laura Ortiz,"31834 Brian Centers, Courtneyfurt, AL 27826",31377,2023-12-04,13073,table after,3,92.97
28550,Pamela Williams,"793 Donna Canyon Apt. 927, Rhondaville, NM 81174",50725,2024-09-20,59794,economic power,3,146.78
28550,Pamela Williams,"793 Donna Canyon Apt. 927, Rhondaville, NM 81174",54986,2024-06-07,1025,against return,3,307.44
6767,Michelle Duran,"PSC 9663, Box 7400, APO AA 24877",26984,2024-10-07,78574,pretty little,2,275.46
6767,Michelle Duran,"PSC 9663, Box 7400, APO AA 24877",26984,2024-10-07,39707,record give,4,271.2
6767,Michelle Duran,"PSC 9663, Box 7400, APO AA 24877",26984,2024-10-07,62070,firm it,4,709.83
6767,Michelle Duran,"PSC 9663, Box 7400, APO AA 24877",90111,2024-03-06,62170,choice compare,4,506.51
6767,Michelle Duran,"PSC 9663, Box 7400, APO AA 24877",69341,2024-09-04,39707,record give,3,271.2
6767,Michelle Duran,"PSC 9663, Box 7400, APO AA 24877",69341,2024-09-04,62170,choice compare,4,506.51
15568,Joshua Johnson,"545 Connor Crossroad Suite 531, East Patriciastad, NC 70537",78076,2024-06-08,41078,break of,1,395.12
15568,Joshua Johnson,"545 Connor Crossroad Suite 531, East Patriciastad, NC 70537",91751,2024-10-02,13892,son how,4,889.57
15568,Joshua Johnson,"545 Connor Crossroad Suite 531, East Patriciastad, NC 70537",91751,2024-10-02,49358,west build,3,812.37
15568,Joshua Johnson,"545 Connor Crossroad Suite 531, East Patriciastad, NC 70537",91751,2024-10-02,4361,follow it,5,328.54
15568,Joshua Johnson,"545 Connor Crossroad Suite 531, East Patriciastad, NC 70537",17782,2024-07-24,78574,pretty little,1,275.46
41727,Michael West,"167 Thompson Villages Apt. 805, Aaronshire, IA 59472",27146,2023-11-10,46813,avoid loss,5,58.75
41727,Michael West,"167 Thompson Villages Apt. 805, Aaronshire, IA 59472",27146,2023-11-10,73670,government leg,1,838.01
41727,Michael West,"167 Thompson Villages Apt. 805, Aaronshire, IA 59472",27146,2023-11-10,27975,make site,5,254.19
41727,Michael West,"167 Thompson Villages Apt. 805, Aaronshire, IA 59472",25090,2023-11-04,70552,blood sister,5,901.46
41727,Michael West,"167 Thompson Villages Apt. 805, Aaronshire, IA 59472",25090,2023-11-04,27975,make site,4,254.19
52509,Nathan Norman,"228 Miller Drive Suite 406, East Danielton, MT 39992",50765,2024-04-02,88584,law within,1,851.28
52509,Nathan Norman,"228 Miller Drive Suite 406, East Danielton, MT 39992",50765,2024-04-02,93476,subject court,4,378.85
52509,Nathan Norman,"228 Miller Drive Suite 406, East Danielton, MT 39992",50765,2024-04-02,91362,training force,4,640.29
52509,Nathan Norman,"228 Miller Drive Suite 406, East Danielton, MT 39992",76636,2024-10-06,24491,friend senior,5,785.53
52509,Nathan Norman,"228 Miller Drive Suite 406, East Danielton, MT 39992",56278,2023-12-17,83277,west western,5,882.67
77241,Sherri Heath,"79494 Phillips Islands Apt. 949, Matthewshire, WI 88361",77815,2024-09-13,4459,admit measure,3,737.28
77241,Sherri Heath,"79494 Phillips Islands Apt. 949, Matthewshire, WI 88361",77815,2024-09-13,7628,call thought,4,671.06
77241,Sherri Heath,"79494 Phillips Islands Apt. 949, Matthewshire, WI 88361",77815,2024-09-13,27975,make site,3,254.19
77241,Sherri Heath,"79494 Phillips Islands Apt. 949, Matthewshire, WI 88361",85658,2023-10-31,60947,front letter,4,793.46
77241,Sherri Heath,"79494 Phillips Islands Apt. 949, Matthewshire, WI 88361",52776,2023-12-01,30630,share particularly,5,646.96
77241,Sherri Heath,"79494 Phillips Islands Apt. 949, Matthewshire, WI 88361",52776,2023-12-01,91241,Republican police,5,442.29
51366,Kimberly Harvey,"4406 Preston Curve, Lake Elizabethfort, TN 71059",37022,2024-05-02,37001,draw beyond,4,478.75
51366,Kimberly Harvey,"4406 Preston Curve, Lake Elizabethfort, TN 71059",37022,2024-05-02,75590,fill condition,5,803.04
51366,Kimberly Harvey,"4406 Preston Curve, Lake Elizabethfort, TN 71059",37022,2024-05-02,57048,central finish,1,349.0
51366,Kimberly Harvey,"4406 Preston Curve, Lake Elizabethfort, TN 71059",33624,2024-04-26,24491,friend senior,5,785.53
6435,Timothy Russell,"1752 Daniel Prairie Apt. 630, South Danielbury, CO 58192",76966,2024-05-29,68778,rule deal,3,111.08
6435,Timothy Russell,"1752 Daniel Prairie Apt. 630, South Danielbury, CO 58192",76966,2024-05-29,70552,blood sister,3,901.46
6435,Timothy Russell,"1752 Daniel Prairie Apt. 630, South Danielbury, CO 58192",76966,2024-05-29,3588,collection child,3,52.62
65191,Mrs. Ashley Evans,"042 Vicki Springs, East Carolinebury, MP 67361",41952,2024-08-17,62335,man series,1,619.45
65191,Mrs. Ashley Evans,"042 Vicki Springs, East Carolinebury, MP 67361",41952,2024-08-17,58821,yard identify,2,399.75
94004,Sean Bauer,"74806 Mark Heights, Andrewberg, MI 86365",23776,2024-07-19,89010,state since,4,773.88
94004,Sean Bauer,"74806 Mark Heights, Andrewberg, MI 86365",23776,2024-07-19,1025,against return,4,307.44
94004,Sean Bauer,"74806 Mark Heights, Andrewberg, MI 86365",35020,2024-06-22,10729,hotel degree,3,800.46
94004,Sean Bauer,"74806 Mark Heights, Andrewberg, MI 86365",35020,2024-06-22,67406,threat mission,4,181.57
98334,Michael Davis,"72391 Brian Lake Apt. 879, Bradleytown, MD 87770",97977,2024-02-02,30630,share particularly,5,646.96
98334,Michael Davis,"72391 Brian Lake Apt. 879, Bradleytown, MD 87770",7904,2024-05-26,30630,share particularly,1,646.96
98334,Michael Davis,"72391 Brian Lake Apt. 879, Bradleytown, MD 87770",7904,2024-05-26,67406,threat mission,3,181.57
98334,Michael Davis,"72391 Brian Lake Apt. 879, Bradleytown, MD 87770",7904,2024-05-26,91362,training force,3,640.29
98334,Michael Davis,"72391 Brian Lake Apt. 879, Bradleytown, MD 87770",71072,2024-05-05,41230,church always,5,428.98
50339,Annette Martinez,"PSC 8023, Box 2317, APO AE 78557",41717,2024-04-02,22733,seat your,3,790.71
50339,Annette Martinez,"PSC 8023, Box 2317, APO AE 78557",41717,2024-04-02,91472,different state,5,513.47
50339,Annette Martinez,"PSC 8023, Box 2317, APO AE 78557",47174,2024-04-04,60205,probably character,3,828.78
50339,Annette Martinez,"PSC 8023, Box 2317, APO AE 78557",47174,2024-04-04,64717,together system,2,136.24
9509,Donald Brown,"5462 Barbara Flat Suite 177, Russofort, CO 30531",27398,2024-10-10,3436,he pattern,3,504.18
9509,Donald Brown,"5462 Barbara Flat Suite 177, Russofort, CO 30531",47632,2024-07-10,5537,why day,3,432.56
9509,Donald Brown,"5462 Barbara Flat Suite 177, Russofort, CO 30531",47632,2024-07-10,84855,fund account,2,216.8
9509,Donald Brown,"5462 Barbara Flat Suite 177, Russofort, CO 30531",47632,2024-07-10,97994,remain discussion,3,534.48
9509,Donald Brown,"5462 Barbara Flat Suite 177, Russofort, CO 30531",5957,2024-03-04,68778,rule deal,3,111.08
9509,Donald Brown,"5462 Barbara Flat Suite 177, Russofort, CO 30531",5957,2024-03-04,91241,Republican police,1,442.29
74137,Scott Mclaughlin,"6174 Day Avenue, West Jessicatown, VI 06830",99674,2024-08-29,10729,hotel degree,4,800.46
74137,Scott Mclaughlin,"6174 Day Avenue, West Jessicatown, VI 06830",99674,2024-08-29,1025,against return,2,307.44
74137,Scott Mclaughlin,"6174 Day Avenue, West Jessicatown, VI 06830",99674,2024-08-29,95733,south interview,5,259.25
74137,Scott Mclaughlin,"6174 Day Avenue, West Jessicatown, VI 06830",8868,2024-03-15,95733,south interview,3,259.25
30225,Sarah Hendricks,"15191 Adams Crescent Suite 683, New Samantha, OR 70132",20235,2024-07-10,98054,if top,2,973.01
30225,Sarah Hendricks,"15191 Adams Crescent Suite 683, New Samantha, OR 70132",20235,2024-07-10,22733,seat your,2,790.71
69596,Stephanie Anderson,"296 Jennifer Stravenue, Lisamouth, NV 13122",35679,2024-02-01,13073,table after,3,92.97
69596,Stephanie Anderson,"296 Jennifer Stravenue, Lisamouth, NV 13122",35679,2024-02-01,285,provide friend,3,162.6
69596,Stephanie Anderson,"296 Jennifer Stravenue, Lisamouth, NV 13122",35679,2024-02-01,62070,firm it,1,709.83
69596,Stephanie Anderson,"296 Jennifer Stravenue, Lisamouth, NV 13122",36248,2024-02-06,13433,positive after,4,154.64
69596,Stephanie Anderson,"296 Jennifer Stravenue, Lisamouth, NV 13122",36248,2024-02-06,77235,low nor,5,31.54
39382,Christine Williams,"3669 Alexandra River, New Jean, MT 50835",72773,2024-10-15,38980,light together,4,757.42
39382,Christine Williams,"3669 Alexandra River, New Jean, MT 50835",72773,2024-10-15,12041,most easy,4,550.4
39382,Christine Williams,"3669 Alexandra River, New Jean, MT 50835",78519,2024-05-02,75590,fill condition,5,803.04
45113,Nathan Miller,"33983 Shaw Trail Suite 713, North Keithtown, FL 73009",4205,2024-02-24,91241,Republican police,2,442.29
45113,Nathan Miller,"33983 Shaw Trail Suite 713, North Keithtown, FL 73009",4205,2024-02-24,52265,international watch,2,110.68
45113,Nathan Miller,"33983 Shaw Trail Suite 713, North Keithtown, FL 73009",4205,2024-02-24,62070,firm it,3,709.83
45113,Nathan Miller,"33983 Shaw Trail Suite 713, North Keithtown, FL 73009",89358,2024-09-01,44518,build society,1,303.04
21145,Nathan Martinez,"96925 Wilson Mission Apt. 895, Amyshire, MA 17849",84217,2024-01-11,7458,could tell,1,311.26
88498,Ashley Smith,"808 Anderson Centers Apt. 357, East Paulton, AK 43901",88417,2024-02-19,3436,he pattern,5,504.18
88498,Ashley Smith,"808 Anderson Centers Apt. 357, East Paulton, AK 43901",88417,2024-02-19,13433,positive after,5,154.64
88498,Ashley Smith,"808 Anderson Centers Apt. 357, East Paulton, AK 43901",88417,2024-02-19,84927,team allow,2,332.14
88498,Ashley Smith,"808 Anderson Centers Apt. 357, East Paulton, AK 43901",89567,2024-01-20,73670,government leg,4,838.01
88498,Ashley Smith,"808 Anderson Centers Apt. 357, East Paulton, AK 43901",89567,2024-01-20,65859,however group,1,565.77
88498,Ashley Smith,"808 Anderson Centers Apt. 357, East Paulton, AK 43901",89567,2024-01-20,89010,state since,1,773.88
88498,Ashley Smith,"808 Anderson Centers Apt. 357, East Paulton, AK 43901",88238,2023-12-10,83277,west western,4,882.67
88498,Ashley Smith,"808 Anderson Centers Apt. 357, East Paulton, AK 43901",88238,2023-12-10,91362,training force,5,640.29
92119,Richard Norris,"3295 Patricia Mission, South Alanborough, MD 82997",48820,2024-06-24,73670,government leg,4,838.01
92119,Richard Norris,"3295 Patricia Mission, South Alanborough, MD 82997",48820,2024-06-24,41078,break of,2,395.12
92119,Richard Norris,"3295 Patricia Mission, South Alanborough, MD 82997",48820,2024-06-24,91241,Republican police,5,442.29
92119,Richard Norris,"3295 Patricia Mission, South Alanborough, MD 82997",77669,2023-11-12,9868,reduce first,2,882.4
92119,Richard Norris,"3295 Patricia Mission, South Alanborough, MD 82997",77669,2023-11-12,66829,indicate glass,4,655.22
92119,Richard Norris,"3295 Patricia Mission, South Alanborough, MD 82997",77669,2023-11-12,31737,pull idea,3,700.12
36436,Andrew Salazar,"USNS Carey, FPO AP 03344",89852,2024-01-04,27975,make site,3,254.19
36436,Andrew Salazar,"USNS Carey, FPO AP 03344",15002,2024-04-26,9991,each edge,4,185.47
36436,Andrew Salazar,"USNS Carey, FPO AP 03344",15002,2024-04-26,38980,light together,1,757.42
36436,Andrew Salazar,"USNS Carey, FPO AP 03344",15002,2024-04-26,44518,build society,4,303.04
19272,Michael Jones,"3859 William Haven, Taylorville, FL 60160",18707,2023-12-14,99677,game test,2,780.7
19272,Michael Jones,"3859 William Haven, Taylorville, FL 60160",18707,2023-12-14,39680,wait phone,4,390.08
19272,Michael Jones,"3859 William Haven, Taylorville, FL 60160",18707,2023-12-14,87329,worker organization,2,990.26
19272,Michael Jones,"3859 William Haven, Taylorville, FL 60160",73522,2024-01-01,60205,probably character,1,828.78
19272,Michael Jones,"3859 William Haven, Taylorville, FL 60160",73522,2024-01-01,23419,represent which,3,615.92
19272,Michael Jones,"3859 William Haven, Taylorville, FL 60160",73522,2024-01-01,41230,church always,3,428.98
91426,Gregory Graves,"696 Lee Parkways Suite 944, South Nancy, ME 49225",37678,2024-06-11,4459,admit measure,5,737.28
55032,Elizabeth Woods,"859 Cuevas Walk Apt. 685, South David, SC 40008",87743,2023-11-16,83277,west western,5,882.67
55032,Elizabeth Woods,"859 Cuevas Walk Apt. 685, South David, SC 40008",87743,2023-11-16,60205,probably character,5,828.78
11784,Diana Wright,"3774 Robinson Divide, New Kristen, ND 06414",47547,2023-11-10,38257,few trade,5,712.15
61090,Danny Choi,"9835 Hannah Ramp, East Carolynmouth, CT 94247",48983,2024-01-22,25025,mouth key,4,575.89
61090,Danny Choi,"9835 Hannah Ramp, East Carolynmouth, CT 94247",34254,2024-05-08,29940,cause here,3,967.4
62135,Brian Brown,"USCGC Lee, FPO AP 68443",41605,2024-04-21,29397,level visit,3,346.42
62135,Brian Brown,"USCGC Lee, FPO AP 68443",41605,2024-04-21,64717,together system,4,136.24
62135,Brian Brown,"USCGC Lee, FPO AP 68443",41605,2024-04-21,7628,call thought,2,671.06
84619,Sean Dunn,"7629 Alison Route Apt. 384, West Stephen, NC 70106",88603,2024-08-04,66223,specific serious,1,763.48
84619,Sean Dunn,"7629 Alison Route Apt. 384, West Stephen, NC 70106",88603,2024-08-04,70166,let candidate,4,337.72
84619,Sean Dunn,"7629 Alison Route Apt. 384, West Stephen, NC 70106",88603,2024-08-04,73670,government leg,2,838.01
84619,Sean Dunn,"7629 Alison Route Apt. 384, West Stephen, NC 70106",59003,2024-05-30,84855,fund account,4,216.8
84619,Sean Dunn,"7629 Alison Route Apt. 384, West Stephen, NC 70106",59003,2024-05-30,98176,single similar,2,698.81
84619,Sean Dunn,"7629 Alison Route Apt. 384, West Stephen, NC 70106",59003,2024-05-30,23419,represent which,2,615.92
84619,Sean Dunn,"7629 Alison Route Apt. 384, West Stephen, NC 70106",85840,2024-05-27,37534,dark few,3,290.77
84619,Sean Dunn,"7629 Alison Route Apt. 384, West Stephen, NC 70106",85840,2024-05-27,92810,citizen dream,4,876.79
84619,Sean Dunn,"7629 Alison Route Apt. 384, West Stephen, NC 70106",85840,2024-05-27,95733,south interview,2,259.25
55626,Christopher Mitchell,"64012 Anthony Squares Apt. 114, Ashleyburgh, MS 20064",72292,2024-05-28,98054,if top,1,973.01
55626,Christopher Mitchell,"64012 Anthony Squares Apt. 114, Ashleyburgh, MS 20064",72292,2024-05-28,10729,hotel degree,3,800.46
55626,Christopher Mitchell,"64012 Anthony Squares Apt. 114, Ashleyburgh, MS 20064",68493,2023-11-12,98054,if top,5,973.01
55626,Christopher Mitchell,"64012 Anthony Squares Apt. 114, Ashleyburgh, MS 20064",68493,2023-11-12,70918,team clear,3,59.7
55626,Christopher Mitchell,"64012 Anthony Squares Apt. 114, Ashleyburgh, MS 20064",55544,2024-01-23,7458,could tell,5,311.26
99470,Melissa Ewing,"PSC 3052, Box 2047, APO AA 30791",18345,2023-11-21,91241,Republican police,3,442.29
99470,Melissa Ewing,"PSC 3052, Box 2047, APO AA 30791",18345,2023-11-21,46813,avoid loss,5,58.75
99470,Melissa Ewing,"PSC 3052, Box 2047, APO AA 30791",18345,2023-11-21,83028,impact reach,5,880.32
13278,Emily Castro,"Unit 7672 Box 7587, DPO AE 71908",17524,2024-04-02,20230,maintain finish,5,37.39
13278,Emily Castro,"Unit 7672 Box 7587, DPO AE 71908",84625,2023-12-25,65859,however group,3,565.77
13278,Emily Castro,"Unit 7672 Box 7587, DPO AE 71908",84625,2023-12-25,68778,rule deal,2,111.08
13278,Emily Castro,"Unit 7672 Box 7587, DPO AE 71908",84625,2023-12-25,31737,pull idea,1,700.12
13278,Emily Castro,"Unit 7672 Box 7587, DPO AE 71908",93173,2024-05-15,7628,call thought,5,671.06
13278,Emily Castro,"Unit 7672 Box 7587, DPO AE 71908",93173,2024-05-15,52265,international watch,3,110.68
93049,Martha Olson,"9785 Rodriguez Grove, Wongmouth, NY 37509",6345,2024-03-30,4459,admit measure,2,737.28
93049,Martha Olson,"9785 Rodriguez Grove, Wongmouth, NY 37509",76059,2024-01-26,7458,could tell,4,311.26
93049,Martha Olson,"9785 Rodriguez Grove, Wongmouth, NY 37509",76059,2024-01-26,4080,reach physical,4,879.22
93049,Martha Olson,"9785 Rodriguez Grove, Wongmouth, NY 37509",76059,2024-01-26,84855,fund account,4,216.8
93049,Martha Olson,"9785 Rodriguez Grove, Wongmouth, NY 37509",73431,2024-10-05,89010,state since,3,773.88
93049,Martha Olson,"9785 Rodriguez Grove, Wongmouth, NY 37509",73431,2024-10-05,67406,threat mission,1,181.57
61819,Mr. Kenneth Garcia Jr.,"749 Davila Mountains, Lake Donna, AS 99593",5887,2023-12-10,77235,low nor,1,31.54
61819,Mr. Kenneth Garcia Jr.,"749 Davila Mountains, Lake Donna, AS 99593",5887,2023-12-10,25025,mouth key,4,575.89
61819,Mr. Kenneth Garcia Jr.,"749 Davila Mountains, Lake Donna, AS 99593",27240,2024-01-21,52265,international watch,3,110.68
61819,Mr. Kenneth Garcia Jr.,"749 Davila Mountains, Lake Donna, AS 99593",27240,2024-01-21,70918,team clear,3,59.7
36928,Rachael Smith,"33500 Teresa Trail Suite 975, West Christina, DC 39401",86119,2024-02-29,75590,fill condition,5,803.04
36928,Rachael Smith,"33500 Teresa Trail Suite 975, West Christina, DC 39401",86119,2024-02-29,99677,game test,5,780.7
36928,Rachael Smith,"33500 Teresa Trail Suite 975, West Christina, DC 39401",86119,2024-02-29,84855,fund account,2,216.8
38357,David James,"7992 Johnson Rapids Apt. 497, Calvinport, AR 00999",29290,2024-05-02,62762,amount seat,1,379.34
38357,David James,"7992 Johnson Rapids Apt. 497, Calvinport, AR 00999",61289,2024-06-06,62170,choice compare,5,506.51
38357,David James,"7992 Johnson Rapids Apt. 497, Calvinport, AR 00999",61289,2024-06-06,3436,he pattern,4,504.18
71233,Jennifer Mcclain,"93139 Ryan Streets Suite 833, South Steven, MP 45842",38821,2023-11-18,91362,training force,2,640.29
71233,Jennifer Mcclain,"93139 Ryan Streets Suite 833, South Steven, MP 45842",38821,2023-11-18,29397,level visit,2,346.42
77578,Michael Davis,"525 Lisa Port, Lake Kevin, UT 92525",19057,2023-10-26,27975,make site,4,254.19
77578,Michael Davis,"525 Lisa Port, Lake Kevin, UT 92525",28754,2024-03-28,60205,probably character,5,828.78
77578,Michael Davis,"525 Lisa Port, Lake Kevin, UT 92525",28754,2024-03-28,60947,front letter,2,793.46
3018,Mary Duncan,"589 Harris Falls Suite 520, Beckyfort, PR 66241",42901,2024-07-10,70918,team clear,3,59.7
3018,Mary Duncan,"589 Harris Falls Suite 520, Beckyfort, PR 66241",42901,2024-07-10,24491,friend senior,2,785.53
61792,Jessica Wong,"53812 Sherri Avenue, Juliaburgh, WA 75167",88087,2024-10-08,46813,avoid loss,5,58.75
61792,Jessica Wong,"53812 Sherri Avenue, Juliaburgh, WA 75167",88087,2024-10-08,38980,light together,5,757.42
26256,Teresa Allen,"006 Le Mission, Port Peggyfort, MT 38466",9040,2024-10-09,66223,specific serious,2,763.48
26256,Teresa Allen,"006 Le Mission, Port Peggyfort, MT 38466",9040,2024-10-09,89010,state since,5,773.88
26256,Teresa Allen,"006 Le Mission, Port Peggyfort, MT 38466",9040,2024-10-09,60947,front letter,2,793.46
26256,Teresa Allen,"006 Le Mission, Port Peggyfort, MT 38466",14026,2024-05-17,53539,radio develop,4,458.26
73365,Jeffrey Howell,"2138 Smith Burgs, Nobletown, VA 06346",30314,2023-12-23,12041,most easy,5,550.4
73365,Jeffrey Howell,"2138 Smith Burgs, Nobletown, VA 06346",30314,2023-12-23,31238,church interest,2,54.88
73365,Jeffrey Howell,"2138 Smith Burgs, Nobletown, VA 06346",30314,2023-12-23,59794,economic power,2,146.78
75796,Christopher Martin,"1773 Pineda Track Apt. 589, Wilsonview, IA 16384",8269,2024-05-10,2649,themselves person,1,382.08
75796,Christopher Martin,"1773 Pineda Track Apt. 589, Wilsonview, IA 16384",8269,2024-05-10,23504,may somebody,1,223.91
33238,Christina Thompson,"55804 Christopher Crest Apt. 827, Suarezmouth, OK 58099",48275,2023-11-29,58821,yard identify,1,399.75
33238,Christina Thompson,"55804 Christopher Crest Apt. 827, Suarezmouth, OK 58099",48275,2023-11-29,5537,why day,3,432.56
33238,Christina Thompson,"55804 Christopher Crest Apt. 827, Suarezmouth, OK 58099",46440,2024-04-10,65859,however group,2,565.77
33238,Christina Thompson,"55804 Christopher Crest Apt. 827, Suarezmouth, OK 58099",46440,2024-04-10,70552,blood sister,3,901.46
49475,Mr. Kevin Cook,"6486 Richard Motorway Suite 467, East Derrickhaven, AR 43150",15189,2024-02-07,9868,reduce first,5,882.4
49475,Mr. Kevin Cook,"6486 Richard Motorway Suite 467, East Derrickhaven, AR 43150",15189,2024-02-07,35740,fly catch,3,408.16
49475,Mr. Kevin Cook,"6486 Richard Motorway Suite 467, East Derrickhaven, AR 43150",15189,2024-02-07,46813,avoid loss,4,58.75
58154,James Martinez,"6662 Smith Isle Apt. 281, Graychester, AR 37608",63772,2024-05-17,31238,church interest,3,54.88
58154,James Martinez,"6662 Smith Isle Apt. 281, Graychester, AR 37608",7919,2024-10-10,27041,popular figure,3,483.9
58154,James Martinez,"6662 Smith Isle Apt. 281, Graychester, AR 37608",7919,2024-10-10,91241,Republican police,1,442.29
58154,James Martinez,"6662 Smith Isle Apt. 281, Graychester, AR 37608",7919,2024-10-10,93476,subject court,3,378.85
58154,James Martinez,"6662 Smith Isle Apt. 281, Graychester, AR 37608",65414,2024-09-09,13892,son how,2,889.57
58154,James Martinez,"6662 Smith Isle Apt. 281, Graychester, AR 37608",65414,2024-09-09,73670,government leg,5,838.01
13533,Caroline Martin,"4577 Williams Landing, Cooperburgh, AK 31256",96642,2024-03-02,70918,team clear,4,59.7
13533,Caroline Martin,"4577 Williams Landing, Cooperburgh, AK 31256",96642,2024-03-02,49358,west build,4,812.37
13533,Caroline Martin,"4577 Williams Landing, Cooperburgh, AK 31256",96642,2024-03-02,38257,few trade,4,712.15
13533,Caroline Martin,"4577 Williams Landing, Cooperburgh, AK 31256",11568,2024-10-03,34209,new family,5,339.87
13533,Caroline Martin,"4577 Williams Landing, Cooperburgh, AK 31256",11568,2024-10-03,2235,senior work,1,871.17
52497,Dr. Amy Zuniga,"5508 Ware Drives, Crystalside, CT 59884",12824,2024-05-19,60205,probably character,1,828.78
73915,Elizabeth Smith,"7259 Boyer Shoal Apt. 657, West Jesseburgh, GA 83659",90074,2024-04-21,27975,make site,3,254.19
73915,Elizabeth Smith,"7259 Boyer Shoal Apt. 657, West Jesseburgh, GA 83659",90074,2024-04-21,35740,fly catch,4,408.16
